title,review,rating,date,developerResponse
좋아요,다른 자동투자 어플도 사용하고 있는데 파운트는 투자상황이 좋아지거나 나빠질때 리밸런싱 노티를 줘서 더 관심을 갖게 되는 것 같아요. 더 활용할 수 있는 기능이 생기길 바랍니다.,5,2020-10-23 05:32:36,
해외 투자의 포인트가 나라별 배분인데,"진짜 이 나라, 저 나라 정보 모으는게 여간 어려운게 아니다.
수익이 기가막히진 않겠지만 해외 포트폴리오 만들기엔 꽤 괜찮은 서비스다.
투자에 관심은 있는데 시간이 부족하다면 올라타볼만 하다.
형 먼저 타고 간다.",5,2018-11-08 08:51:23,고객님 소중한 의견 감사합니다 :) MK파운트는 글로벌 자산배분과 다양한 경제지표들을 활용하여 알고리즘을 통해 추출한 포트폴리오를 제공해드리고 있습니다. 투자가 어렵다고 느끼셨다면 MK파운트가 정답입니다!
왕 초보 주린이,도전!! 사회초년생인데ㅜ적금을 넣기에는 수익이 너무 인나 걱정했는데 로봇이 관리해준다니 지금 차곡차곡 매달 이벤트신청하면서 100만원씩 저금하고 있습니다~,5,2020-12-15 07:21:16,
파운트 후기,펀드를 해보고 싶어도 알고있는 정보들이 없어서 안했었는데 이 어플깔고 자동으로 알아서 관리해주니깐 너무 좋아요 ^_^ 보고싶을때마다 수익도 알아서 보여주고 시작한지 얼마 안되었지만 너무 좋아요~!!,5,2020-12-02 07:44:34,
파운트 답변속도,다른 앱은 궁금한게 있어도 물어보면 200년은 걸리는거 같은데 답변이 빨라서 너무좋구요 투자도 쉽게 여러가지로 다 접할수 있어서 너무너무 좋습니다 빠른 답변 만큼은 안변했으면 해서 오점 드려요!,5,2020-07-06 08:21:23,"안녕하세요, 일일렉트릭 숔님 :)

파운트에 대한 평가와 응원 감사드립니다!
믿고 맡겨주신만큼 의문점이 없도록 빠르고, 정확하게 답변드리려고 노력 중입니다.

말씀하신 것처럼 친절하고 빠른 답변은 변치 않고 더욱 발전시켜 나가도록 하겠습니다 :)
감사합니다."
강력 추천!!,친구 추천으로 파운트를 시작하게 되었습니다.저처럼 초보 투자자도 사용하기 쉽고 절차가 간단해서 좋았습니다! 또한 수익률이 최대 15프로씩 나와서 더 좋았습니다!! 강력 추천요!!,5,2020-01-31 10:07:25,
제목을입력,직접 투자하기에는 조금 불안해서 알아보다가 파운트를 발견했습니다. 대표님도 대단하신 분이고 상담해주시는 분도 친절하셔서 믿고 시작하였습니다,5,2021-05-31 10:43:09,
믿어봅니다,제휴 증권사 어플을 따로 이용해야하는 번거로움이 있지만 그래도 장점도 많기에 계속해서 이용중입니다 더 발전해주길 바랍니다 ^^,5,2021-05-28 10:04:47,
수익기대중,금융 관련 지식에 문외안이라 뭔가 AI가 해준다는 게 신선해서 가볍게 투자했는데 리밸런싱 시스템도 그렇고 앱 분위기가 나쁘지 않아서 만족합니다,5,2021-05-06 23:31:57,
최고에요,주식하다가 말아먹은적이 한두번이 아니라서 그냥 적금이나 들까 하다가 파운트를 알게되서 그냥 적금이다 생각하자고 시작했는데 제손으로 투자하는것보다 수익이 좋아서 돈생길때마다 파운트에 넣고있습니다 ㅎㅎ,5,2021-04-21 09:03:05,
처음해보는 청년에게,저또한 처음 이용해보는 ai분산투자 였고 처음에 많이 망설이고 고민했습니다. 고민도 잠시 시작하고 나서 친절하게 초보자에게도 간단히 이해하게 쉽게 설명해주고 즉각적인 피드백과 고객센터는 신뢰를 주었습니다 꾸준히 사용해 볼겁니다,5,2020-11-25 06:11:05,
괜춘,"6개월 정도 됐는데 확실히 혼자하는것보다 낫네요 
소액 100만원 시작했다가 괜찮아서 추가로 넣었어요. 바이러스 꺼지고 안정적으로 오르기를 바래요",5,2020-01-29 01:48:07,"소중한 의견 감사드립니다. 
자산관리는 누구에게나 필요하지만 막상 시작하려고 하면 쉽지가 않은 것이 사실이죠. 파운트는 누구나 쉽고 간편하게 전문적인 자산관리를 받을 수 있도록 인공지능 자산관리 서비스를 제공하고 있습니다. 기대해주시는 만큼 안정적인 성과로 보답하겠습니다. :)"
강제저축,존버가 너무 어렵긴 한데 계속 기다려보고는 있어요 근데 급한돈 필요할땐 어쩔수없는듯 ㅠㅠ 중간중간 출금 가능했으면 좋겠네요,5,2021-06-19 02:04:07,
만족,"투자에 대해 하나도 몰라도 충분히 할 수 있습니다
ai로 투자하는거라 마음이 편합니다
재태크 처음이신분들에게 강추
단점은 리벨런싱을 요청하는게 단점이라면 단점이겠네요",5,2021-02-09 23:11:04,
자산운용을 직접 받자니 비용이 부담됐는데,어플로 관리가 가능하다는게 매력적이어서 어플을 설치해서 이것저것 살펴보았습니다. 15분 상담 신청해서 궁금한거도 여쭤봤는데 친절하게 상담해주셔서 감사합니다!,5,2020-10-22 07:49:03,
파운트 시작했습니다.,요즘 시장상황이 많이 불안하던데 그래도 괜찮은 방어율을 보여주고 있네요 언제쯤 괜찮아 질런지 직투도 파운트 투자도 걱정이됩니다 ㅜ,5,2021-05-28 10:33:35,
자산을 믿고 맡길수있길...,아직은 처음이라 잘 모르겠지만 잘정리된 정보들을.살펴볼수있는건만.해도좋네요 앞으로도 좋은동반자가되길 바랍니다,5,2021-04-18 03:19:58,
친절 신속,주말에도 해지건이나 문의건 처리해주시고 친절신속하게 해주십니다 최소2년 기준으로의 계약건들위주고 그외의 단기 투자가 없는점은 조금 아쉽습니다 기존계약건들이 이미 많지 않은분들은 충분히 이점이 있을걸같습니다,5,2021-01-03 07:38:21,
파운트 꾸준한 투자가 답,"소액으로 시작했다가 수익을 맛보고 꾸준히 투자 중입니다. 자동으로 투자해주는 부분도 좋고, 아이디어를 내자면 유저 스스로도 투자 지식을 향상 시킬 수 있는 시스템도 들어가면 더할나위없이 좋을 것 같습니다. 고맙습니다.",5,2020-10-27 08:03:56,
친절한 앱,돈관리를 잘 못해서 광고 보고 들어 갔는데 처음 해보는거라 어색하고 잘 몰랐는데 문의를 해보니 빠른 답변이랑 정보 관련된 영상 까지 해주고 또 문의 하고 싶으면 언제든지 해달라고 하네요 처음인데도 쉽게 접하게 해주고 문의도 빠른 답변해줘서 좋은 앱이에요,5,2020-10-27 07:08:27,
펀드합니다.,저희 언니는 최근에 하면서 이것저것 보여주면서 자랑하던데 미성년자도 계약 가능 하게끔 해주 실 수 있으면 좋겠어요 ㅜ 일단 설치해놨습니다,5,2021-05-28 10:33:40,
시작,"일단 AI에서 자동 매수, 매도를 진행해 주니 편하긴 합니다~ 수익률 부분도 크게는 아니지만 오르긴 올랐네요 아직 얼마 안 되었으니 지켜보긴 해야 할 것 같습니다",5,2021-05-06 23:06:55,
돈벌어주세요,파운트 어플 저는 나름 만족하면서 이용중인데 저희 아들이 미성년자라 같이 할 수 없는게 아쉽네요 ^^ 차후 미성년자 가입은 계속 어렵겠죠 ?,5,2021-05-03 22:23:04,
재테크는 1도 모르는 사람입니다,이제 재테크를 시작 하려는 사람은 하기 좋은것 같아요 알아서 분산투자해주고 모르는게 많아 상담 하여도 카톡으로 실시간 편하게 상담 받을수있어서 좋습니다,5,2020-12-10 05:52:07,
친절한 자산관리어플,"주식 투자에 관심은 많았지만, 방법을 잘 모르시는 분들! 로보 어드바이저를 통한 자산 관리 파운트를 추천드립니다. 각 고객에 대한 담당자도 연결해주어 빠르고 친절한 상담을 받을 수 있었습니다.",5,2020-08-24 09:19:54,"안녕하세요, LEEYEJUN 고객님 :)
이렇게 적극적인 추천을 해주시다니...정말 감사합니다!
자산관리는 누구에게나 필요하지만 대부분 잘 알지 못해 망설입니다. 파운트는 단순히 관리만 해주는 것이 아니라 충분히 이해하고 운용해갈 수 있도록 돕고 있습니다!

언제든 궁금하신 것이 있다면 카카오톡/15분 상담을 통해 연락주세요 :)"
편하네요,처음 계약시 수익부분이 마이너스여서 혼란이였는데 4개월 정도 자난 지금 다행이 원금은 회복하였네요 앞으로 꾸준히 상승 하길 기대해봅니다,5,2021-05-30 10:25:47,
가장 만족하는 자산관리 앱,비슷한 서비스 중 편의성이나 수익률에서 가장 만족합니다. 신경쓰지 않아도 리밸런싱 알림을 주니 너무 편합니다. 제가 열심히 투자하는 주식보다도 수익률이 좋네요..ㅋ,5,2020-10-28 06:57:32,"안녕하세요, 뚠뚠따리님 :) 좋은 성과를 얻고 계시다니 다행이네요! 주기적인 리밸런싱을 통해 최적의 포트폴리오를 유지하며 장기 투자를 통해 원하시는 수익률을 달성할 수 있길 바랍니다. 목표하는 수익률이 있으시거나 다른 궁금한 점이 있으시면 카카오톡(https://fount.pub/talk)으로 연락해주세요!"
척척알아서 관리해줘요,"재테크 일일이 신경쓰지 않아도 알아서 관리해주니 참 좋아요. 한달에 한 번 리밸런싱은 기본, 궁금한점은 상담요청하면 언제든지 할 수 있어요. 
수익률에 따라 수수료를 부과하는 점도 맘에 들어요👍",5,2020-10-23 05:56:29,
"직접 투자만큼 극적으로 수익이 나는건 아니라서 조금 아쉬웠는데,","이번에 장 빠질때 방어하는것 보니까 확실히 안정성이 있네요!!
요즘같은 때에 제 삶의 동앗줄.....ㅋㅋㅋ
사...아니 좋아합니다.",5,2018-11-19 08:47:10,저희도 고객님을 사..랑합니다! MK파운트는 로보어드바이저 자산관리로 하락장에서 더 큰 위력을 발휘합니다. 고객님의 일상에 스며들 수 있는 소금같은 앱이 되도록 최선을 다하겠습니다!
편리한 투자,어플 자체 사용성은 무난 합니다 수익율은 아직 지켜봐야 하구요 다만 제가 원하는 종목 선택이 아예 안되는게 좀 아쉽네요 ..,5,2021-05-31 10:43:12,
파운트 시작,어플에서 상품 이해를 돕기 위해 마케팅 부분은 잘 되어 있는 것 같습니다 금융 관련 정보 카테고리도 나쁘지 않구요 ~,5,2021-05-28 10:04:37,
진짜 재테크 하고자하시는분들 꼭 하세요,"10만원부터 진행해보고있는 초보 입문자입니다.
한달도 안되서 이자율이 엄청 대박입니다.. 
이제서야 알아서 다행이라 생각합니다!!",5,2020-12-16 03:41:07,
초보자도 쉽게 이용,"이런쪽으로 정말 하나도모르는 저같은 초보자가 쓰기에 딱 좋은것같아요! 한눈에 자산을 볼수있는 것도 좋고, 큰 위험부담없이 안정적으로 관리해주는것 같아서 마음에드네요><",5,2020-02-24 04:47:43,
괜찮은 앱?!,"오늘 에러가 나서 바로 카톡상담 받았어요.
조금 걸리기는 했지만 해결됬으니 다행입니다.
이런 사항들은 조치를 취하셨으면 하네요.",4,2021-04-14 12:27:25,"안녕하세요, 옹횅행행 고객님 :) 오류로 인한 불편을 드려 죄송하다는 말씀을 드립니다. 아무래도 파운트가 증권사 제휴를 통해 서비스를 제공해드리고 있다보니 예기치 못한 이슈가 발생하는 경우가 있습니다. 차후 이슈가 발생하는 경우 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 연락주시면 최대한 신속히 이슈를 잡도록 하겠습니다! 감사합니다."
일해라 기계야,어플에서 가입할때 오류 발생 되서 힘들었긴 하였는데 이후는 가끔씩 들어가서 봐주고 평소에는 별 신경안써도 되는게 좋습니다:),5,2021-05-03 22:23:02,
잘 쓰고 있습니다.,"처음 나왔을때부터 썼는데, 그 동안 많이 바뀌고
발전됐네요.
주기적으로 리밸런싱 하라고 문자도 보내주는데
그때마다 리밸런싱 해주면 되고 좋아요~!",5,2020-10-20 05:49:50,
학자금 대츨 갚느라,"아직 여유가 있진 않아서 조금씩 시작해보려는데 10만원부터 시작할수 있는게 맘에드네요.
로보어드바이저도 의외로 돈이 좀 있어야 시작할수 있는것들이 많아서 아쉬웠는데 다행이네요!!",5,2018-11-08 08:19:07,고객님 소중한 의견 감사합니다 :) MK파운트에서는 소액으로도 은행이나 증권사 PB처럼 관리받을 수 있습니다. 향후에 추가 투자도 고려해보시면 좋을 것 같습니다!
파운트 믿어요,로보어드바이저의 도움을 받아 투자하는 것도 괜찮은 방법이라 생각하여 고수익이 나오진 않더라고 꾸준히 이용해보려고 하고 있습니다,5,2021-05-28 10:33:29,
짱짱,돈이 그렇게 많지 않은 학생인데 이걸로 천천히 돈에대한 관리를 시작중입니다. 공부하는 시간도 안 뺏기고 너무 좋습니다..!!,5,2021-05-16 02:02:10,
넘 쉬운 투자!!!,"복잡하지않으며 간단하고 관리가 철저하네요!!!
대박나자!!!
어렵지 않게 시작할수 있습니다.
앱의 직관성도 높고
끝까지 함 지켜보겠습니다.",5,2020-11-12 06:06:48,
잘쓰고 있어요,하고 싶은 상품이 10만원으로 시작할 수 있는게 아니라서 아쉬워요 ㅠㅠ 펀드굴려서 투자해야할듯,5,2021-06-18 00:34:42,
편함,뭔가 자동을 강조해서 관리 받는 느낌도 안 들고 소통도 힘들거라고 생각했는데 실시간으로 카카오톡 채팅 상담은 편리하네요,5,2021-06-13 03:07:41,
조금씩,뭔가 자동을 강조해서 관리 받는 느낌도 안 들고 소통도 힘들거라고 생각했는데 실시간으로 카카오톡 채팅 상담은 편리하네요,5,2021-05-30 10:25:54,
이 어플 맘에 들어요,주식에 조금 관심이 있어서 이것저것 찾아보다가 알게 되었는데 정말 재테크에 많은 도움이 되었어요! 앱도 깔끔하고 사용하기 쉬워서 괜찮아요.,5,2021-03-24 04:12:15,
카카오톡 상담까지,너무 친절하게 잘 해주셔요! 다른 로보어드바이저리 앱은 금액 작으면 약간 무시하는 게 느껴졌는데 소액 투자자도 중요하게 여기는 게 느껴져서 참 감사했어요 투자도 성공적으로 잘하려면 장기투자 해야겟쥬?,5,2020-04-14 04:05:56,"안녕하세요, 고객님 :)
파운트 케어톡 서비스가 도움이 되었다니 정말 다행이네요!

로보어드바이저 서비스가 누구나 안정적인 투자를 할 수 있게 돕기 위해 시작된 서비스인데 금액에 따라 고객을 나눌 수는 없죠!

투자를 진행하시면서 궁금한 것들이 있다면 언제든지 카카오톡(http://pf.kakao.com/_xcixfWC/chat) 으로 연락해 주세요!

빠르고 친절하게 답변드리겠습니다!"
ㅠㅠㅠ 코스피 15% 빠져서...,"한강다리로 가던차에 
리밸런싱 알람떠서 파운트 어플켰는데,
-3%로 방어....ㅋㅋㅋ
긴가민가 해서 조금만 넣어 놨었는데 멘탈 지키려면 조금 더 넣어봐야겠네요. 계속 잘 지켜주세요ㅠ",5,2018-11-02 07:46:39,고객님 소중한 의견 감사합니다 :) 저희 MK파운트는 로보어드바이저를 활용하여 하락장에서 방어가 잘됩니다. 흔들리는 장세에서 고객님의 자산을 안전하게 지켜드리겠습니다!
모든게 다 만족스러운데,그중에서 재일 만족스러운게 상담이 빠르고 쉽고 간편하게 가능해서 좋은것같습니다!! 오늘도 상담 받았어요 ㅎㅎ,5,2021-09-01 11:21:56,"안녕하세요, 리뷰맨으로 가즈아 고객님 :) 고객님의 슬기로운 투자생활에 파운트가 보탬이 될 수 있어 다행입니다. 쉽고 편리한 투자와 더불어 안정적인 성과를 만들어가도록 하겠습니다. 앱 이용 관련 도움이 필요하시거나 수익률 관련 문의가 있을 땐 언제든 고객센터로 연락해주세요!"
해지가 조금 복잡합니다ㅜ,앞으로 계속 쓸건데 해지하고 받는 과정만 좀 쉽게 해주었으면 좋겠어요 그 과정이 너무 아쉽네요 ㅠ,5,2021-06-03 05:55:02,
편한투자 정말편해요,저는 초보투자자입니다 공부하기는 귀찮고 투자는하고싶고 마침광고로 접하게된 대표님의 인터뷰영상을 보고투자를하였는데요 알아서 관리해주니 저는 지켜보는게 일! 정말편해요! 감사합니다,5,2021-01-27 09:17:08,
수익률 -10프로 보고 씁니다,"오늘로 449일째
늘 마이너스다가 작년에 반짝 2만 원 수익 보이더니 그 뒤로 바닥을 모르고 추락하여 -20만 원 손실을 앞두고 있네요
소소한 자산이나마 은행이자보다 낫겠거니 하며 맡겨둔 건데 타어플에 비해 수수료도 비싸고 수익률도 형편없고 핵심적인 부분에서 하등 나은 점이 없지 싶습니다
인생수업 했다 치고 곧 해지하여 다른 어플이나 적금으로 갈아탈까 합니다 저같은 사람도 있으니 참고하세요^^",1,2022-06-03 03:14:53,
재투자,리밸런싱 시스템 빼고는 그 이후에는 다 알아서 진행하여주네요 입금 과 리밸런싱 수익율 부분만 제가 체크하고 확인 해주면 되는 것 같습니다,5,2021-05-31 10:13:12,
좋습니다,처음해보는 펀드라서 잘 모르지만 제 성향 분석과 원하는 투자방향성을 고려해서 투자를 어떻게 할지 분석해주는 부분이 마음에 들었습니다. 투자는 추천하는것이 아니라고 라지만 저는 파운트가 좋은것 같습니다.,5,2020-12-19 09:53:30,
파이팅,증권사와 연계된게 많다보니 파운트 고객센터에서 해결되지 않는 것들도 꽤 있네요. 어느게 파운트에서 해결해주는 거고 어느게 증권사에 확인해야하는 건지 명확했으면…..,5,2021-05-29 11:17:53,
깔끔하고 편리해서 좋네요~!,추천받아서 설치해봤는데~ 필요한 자금별로 맞춤 추천해줘서 넘 좋네요. 비슷한 목적을 가진 사람들의 목적자금이나 기간도 파악할 수있어서 좋은 것 같아요,5,2020-01-31 04:31:26,
인공지능 투자,용돈 벌이 한다 생각하고 펀드 운용중에 있습니다. 추가 납입 금액이 자유롭게 설정 되어 있어서 부담스럽지 않고 마음에 드네요 ㅎㅎ,5,2021-05-03 22:23:05,
리뷰가 다 광고네요,"수익도 별로고 해지 후 환급도 어렵네요.
직접투자 보다 못한것 같아요.
여기있는 리뷰들이 정말 웃깁니다 ㅎ",1,2021-09-07 04:00:48,"안녕하세요, 티거스00 고객님 :) 수익률과 해지 후 환급 과정에 대해 리뷰를 남겨주셨네요. 같은 투자자의 입장에서 수익률이 아쉬우셨을 마음에 충분히 공감하며 죄송하게 생각합니다. 파운트에서는 다양한 요인으로 인해 변화하는 시장 사이클이 반복될수록 포트폴리오의 성과가 좋아질 수 있게 구성이 되어있습니다. 시장의 변동성에 따른 영향을 아예 받지 않는 것은 아니기 때문에 직접 투자하며 변동성에 즉각 대응이 가능하다면 파운트의 도움을 빌리는 것보다 직접 투자하는 것이 고객님께 더 효율적인 선택이 될 수도 있어 보입니다. 해지 이후에는 파운트 전용 증권사 투자 계좌가 일반 증권사 투자계좌로 전환되어 개인투자를 이어가시거나 증권사 앱을 통해 다른 계좌로 인출이 가능하도록 설계되어 있습니다. 리뷰는 저희도 놀랄 정도로 감사한 의견을 남겨주시는 분들이 계시다보니 광고라 생각하시게 된 것 같습니다.(앱스토어 정책상 리뷰 또는 차트를 조작하는 경우 제재받을 수 있습니다.) 개선요청사항이나 의견을 남겨주시면 보다 쉽고 편리한 서비스 제공에 힘쓰겠습니다!"
쉽게 접근할 수 있네요,투자는 잘 몰라서 하지도 않았는데 접근이 쉬워서 한번 해보고 있습니다. 경과는 지켜봐야겠지만 맘에 드네요,5,2021-05-02 03:03:39,
너무 좋아요,"파운트로 여유자금 넣어놓고 매일 9시마다 확인해보고 있어요
특별히 제가 하는 거 없이 알아서 관리해줘서 너무 편한 것 같아요",5,2021-01-29 01:30:40,
상담사가 엄청 친절해요,제가 너무 바빠서 상담시간 끝나고 상담톡 넣었는데도 끝까지 친절하게 답변해주셔서 너무 고마웠어요 ㅎㅎ. 이런 상담사가 있으니 파운트를 충분히 믿고 투자 해도 될것같아요.,5,2020-09-29 05:24:56,
알아서 관리해줘서 편하긴한데,"어떤 항목을 왜 사는지 이런 자문내용까지 알 수 있으면 좋겠어요.
어쨌든 안정적으로 관리되고 있긴 하지만 기본적 지식 같은것들도 좀 배우면서 쓸 수 있으면 좋겠어요.",5,2018-12-27 05:37:14,고객님 소중한 의견 감사합니다 :) MK파운트 앱 내 [뉴스피드]에서 매월 금융시장 동향을 제공해드리고 있습니다. 저희의 하우스 뷰를 보여드리는 것이기 때문에 참고하시면 도움이 되실 것으로 보입니다!
부담없습니다.,알아서 관리해주는 것도 좋지만 직접 투자에 도전해볼 수 있게 종목을 일부만이라도 추천해주는 것도 좋겠네요!,5,2021-06-19 02:12:49,
언제나 수익률 최고,"비슷한 서비스 여러개 쓰는 중인데 파운트가 수익률이 최고최고 좋음 
투자한지 2년밖에 안되긴 햇지만 
꾸준히 해볼만하다고 판단됨",5,2021-05-13 01:08:02,
투자중,군인이라서 상담드리기도 좀 어려운데 카카오톡으로 늦게까지 상담해주시고 정말 감사합니다 ㅠㅠ,5,2021-06-18 00:30:10,
추가투자각,입출금이 자유로워지면 좋겠어요~ 투자는 신중이 하라는 의민지..한 번 잘못 입금하면 해지하고 돈 빼고 다시 개설해야해서 사람들이 더 빠져나가는듯~?,5,2021-05-30 09:56:09,
업데이트,어플 인터페이스 가 좋습니다 개인의 투자 성향을 고려한뒤 맞추어서 포트폴리오 제공하는것도 믿음이 가구요:),5,2021-05-28 10:04:46,
친절한 상담과 답변,"파운트 투자서비스에 관하여 궁금한것들이나
서비스 진행에 있어 친절하게 답변해주시고
상품선택에 있어서도 도움을 충분히 주셔서 감사합니다 
송영욱 담당자분이였구요 감사합니다 :)",5,2020-04-22 08:17:14,"안녕하세요, 이홈에잇맨 고객님 :)
먼저, 자산관리 파트너로서 파운트를 믿고 선택해주셔서 감사합니다!
파운트는 단순히 운용만 대신 해 드리는 것이 아니라, 고객님과 밀접하게 커뮤니케이션 하며 가장 적합한 서비스를 제공하려고 노력하고 있습니다!

사용 중 궁금한 것이 있다면 언제든지 카카오톡(http://pf.kakao.com/_xcixfWC/chat) 으로 연락해 주세요! 파운트에 대한 믿음이 더욱 커질 수 있도록 빠르게 상담해드리겠습니다 :)"
좋아요!,"수익률이 꽤 좋아요. 확실히 혼자하는 것보다 어려움이 없고요. P2P투자도 했었는데 그런 거랑은 전혀 다르네요. 
지금 수익률 12%에요. 처음부터 많이 넣고 묵혔어야했는데 그게 아쉽네요. 투자는 타이밍..",5,2020-02-03 09:50:11,
"안정적으로 자산이 관리되서 편하긴 한데,","타 증권사 HTS로 직접 투자도 하고 있다보니까 신한금융투자 계좌까지 두 증권사에 계좌가 나눠져서 한눈에 정보가 안들어오네요.
다양한 증권사 계좌로 가입이 가능하면 좋을것 같습니다.",5,2019-01-10 09:36:40,고객님 소중한 의견 감사드리고 불편을 드려 죄송합니다. 다양한 증권사 계좌 개설에 관해 해당부서에 고객님의 의견 전달하도록 하겠습니다. 최선을 다하는 파운트가 되겠습니다!
주린이 투자시작,개인적으로는 기존 연금 상품이 좀 복잡하다고 생각 했는데 AI를 만나니 그런 부분이 많이 해소되어 좋습니다,5,2021-05-03 14:55:34,
광고보고 시작,원래 투자에 관심이 많아 이것저것 손대보다가 요번에 파운트 광고를 보고 로보어드바이저 AI 투자 방식이 신선하게 느껴지더라구요 저도 한번 경험삼아 투자해봅니다,5,2021-05-28 10:33:34,
카톡상담 굿,마냥 통장에 묶어 두는 것 보다는 나을 것 같아서 시작해 보았습니다 해보고 괜찮으면 ETF 관련 종목도 한번 건들여 볼 생각입니다,5,2021-05-28 10:04:44,
파운터,오늘 포트폴리오 완성되서 종목 확인이 가능해졌습니다 AI가 추려서 투자한 종목들을 검색해보며 이것저것 알아보는 재미가 있네요,5,2021-05-28 10:04:44,
굴려라,추가납입한 금액은 바로 투자되지 않는 다고 미리 고지해주면 좋겠어요. 저처럼 투자 안 되는 줄 모르는 사람들이 많을 거 같은데;,5,2021-04-29 15:05:59,
여기는 선발대.,"8월에 가입해서 코스피 2300에서 타고 1900대까지 타고 내려왔는데 큰 손실 없이 막았다.
방어용으론 검증되었다.
일단 경제좀 살아나면 수익률도 한번 공유하겠다.
이상.",4,2018-12-24 05:04:06,고객님 소중한 의견 감사합니다 :) MK파운트는 로보어드바이저를 활용한 중위험 중수익 상품들로 구성되어 있습니다. 8월 이후 미국의 기준금리 인상과 기술주의 조정 등으로 증시가 큰 폭으로 하락했지만 MK파운트에서는 증시 하락에 비해 안정적으로 방어했습니다. 더욱더 안전한 자산관리 앱이 되도록 최선을 다하겠습니다!
좋은 앱 감사합니다~,핀트처럼 실시간으로 주가 상승 하강 확인할 수 있게되면 너무 좋을 것 같아요 ㅠㅠ ( 하루단위 확인은 지루합니다!),5,2021-04-23 01:29:36,
비밀보장 추천으로 가입,원래 주식도 조금 하도 핀트 어플도 하고 있는데요. 비밀보장 나와서 다운받았아요! 일단 어플 깔끔하고 좋아요. 투자성향 질문도 깔끔하고 상품도 다양하네유,5,2020-12-05 15:17:22,"안녕하세요, 시ㅊㄹ님! 
이렇게 찾아와주셔서 감사해요. 땡땡이 분들의 응원이 큰 힘이 됩니다 :) 
파운트는 인공지능이 알아서 전 세계 우량자산에 분산투자해주고 경제의 흐름에 따라 꾸준히 관리해주기 때문에, 신경쓰지 않아도 안심하고 투자하실 수 있어요. 시ㅊㄹ님의 기대에 부응하도록 하겠습니다!!"
적금대신,실시간으로 수익률 확인하기 어려워서 내가 원하는 시간에 간밤에 있었던 수익률 변화를 보여주는 표가 있으면 참고하기 좋을거 같네요.,5,2021-06-01 10:35:43,
정보를 더 주세요,처음 주문하고 나서 주문 완료전에는 어디에 어떻게 투자되는지 확인이 안 된다는게 불편합니다. 확인할 수 있게 해주십쇼.,5,2021-05-18 10:36:44,
이런것 처음 접해봐요,처음해봐서 잘모르는데 카톡으로 친절하게 잘 알려주시고 하루에 조금씩 돈에 대해 공부할수있어서 진짜 좋은것같아요,5,2020-11-17 12:04:47,
쓸만합니다,중간 예치금도 출금이 안되니 출금 하려면 상품 해지 이후 가능 하다는 말에 해지 하였는데 환매 기간이 너무 깁니다 수익율 오르고 있었는데 아쉽습니다,5,2021-05-30 09:56:12,
편리한 핀태크앱,메뉴 구성이 심플해서 이런류의 앱을 처음 사용하는 사용자도 쉽게 사용할 수 있습니다. 투자 구분이 확실하게 되어 있기 때문에 쉽게 투자를 시작할 수 있습니다,5,2020-10-27 08:55:18,
글로벌 ETF,다 괜찮은데 리밸런싱 기간이 너무 깁니다. 기간 소요를 며칠이라도 줄일 수 있는 개선책이 있었으면 좋겠습니다,5,2021-05-28 10:04:46,
간편하고 좋아요👍🏻,"변요한 광고 보고 다운받아봤습니다.
소액으로도 할수있어 쫄보인 저도 할수있더라구요! 
안정적인 투자도 운용가능하고, 간단하면서도 편리하게 되어있습니다!",5,2021-04-05 04:05:00,
최악의 사용성,"너무간소화 한 나머지 출금 방법이라던지 제대로 된 설명도 없고 같이 연동된 신한투자증권에서는 사고계좌라고 이체도 못하게 막아놨고 24시간 상담원 돌리는 것도 아니면서 이런 문제에 대해서는 전혀 메뉴얼도 없고 사용자 입장에서 봤을 때는 진짜 최악 그자체 왜 쓰는지 이해 불가

*퇴근 시간인건 아는데 지금 겪고 있는 상황 설명했더니 처음에 해결책이랍시고 줫던 메뉴얼 답장 또 한 번 보내고 그냥 퇴근해버리시네요  아주 칭찬합니다 ^^",1,2021-01-20 13:15:48,"안녕하세요, 고객님 :) 고객님의 편의를 위해 평일 상담시간 연장 및 주말상담도 진행하고 있습니다.(평일:10:00~22:00, 주말 09:00~18:00) 다만 주말에는 시스템상 처리가 제한되는 부분이 있을 수 있습니다. 보다 친절한 안내를 드릴 수 있도록 하겠습니다. 궁금하신 사항은 카카오톡이 아니더라도 파운트 앱 메뉴 자주묻는 질문 또는 챗봇메뉴를 통해서도 확인이 가능하며, '사고계좌'로 처리 되어 있는 것은 포트폴리오의 비율을 유지하기 위해, 혹시라도 발생할지 모를 이슈 등을 방지하기 위해서 입니다. 파운트 앱 내에서 저희와의 자문계약을 먼저 해지한 후 신한금융투자에서 사용이 가능한 '일반계좌전환'이 된 상태에서 출금이 가능하다는 점 참고하여주세요! 다른 궁금한 사항이 생기면 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 연락주시길 바랍니다."
재테크 무지렁이한테도 좋네요~,"이제 재테크에 관심 갖기 시작한 초보자인데
쉽게 접근할 수 있어 좋네요. 
어플도 군더더기 없이 깔끔해서 이용하기 편리하구요.
이제 돈만 모으면 되네요! ㅎㅎㅎ",5,2020-02-21 09:50:05,
편함,고정수익률은 아니지만 얼추 비슷하게 흘러가는 거 같아요 다른 투자서비스에 비해 이용방법도 잘 안내해주는 편이구요,5,2021-06-19 02:08:03,
