title,review,rating,date,developerResponse
첫 자산관리 만족합니다,은행 예금만 사용하다 첫 사용해보는데 매우 만적하고 앱을 볼때마다 재미가있네요! 수익도 만족스럽네요!,5,2020-02-24 01:27:21,
개인투자,주린이들이쉽다고는 하는데 솔직히 투자를 조금 아는 사람들은 설명이 더 있었으면 합니다.,5,2021-06-16 02:47:34,
출금…,제휴 증권사 어플 의존도를 낮추기 위한 업데이트가 지속되어야 할 것 같습니다,5,2021-05-30 09:56:08,
돈 넣을땐 맘대로지만 뺄땐 아니란다,ㅋㅋㅋ진짜 치사하게 돈 넣는건 아주 친절하게 개발 uiux 다 구현 해놓으시구 ㅎㅎ  해지하는건 거의 니들 알아서 하라 식... 해지하는거 진짜 복잡합니다 파운 앱 내에서 불가능하고 자기가 알아서 해야하는데 진짜 화가났던건 신한알파앱에서 계좌번호만 입력하라고 계좌번호를 보내주는데 잘못된 계좌번호를 주고 있고 아니 제발 유저 입장에서좀 생각하세요 자기들만의 세계에 빠져있지 마시구요 제발요,1,2021-02-28 00:38:49,"안녕하세요, 어어루우투처처어우 고객님 :) 앱 이용에 있어 불편을 드려 죄송합니다. 고객님의 자산을 보다 안정적으로 운용하기 위해 증권사 계좌를 활용해 투자자문/일임 서비스를 제공해드리는 부분이 출금에 있어 불편으로 다가가게 되었네요. 해당 부분은 이번년도 상반기 7~8월에 오픈뱅킬을 활용하여 파운트 앱 자체 내에서 출금이 가능하도록 할 예정입니다! 또 어느 담당자를 통해 상담을 진행해주셨는지 리뷰상으로는 알 수 없지만, 대신 죄송하다는 말씀을 드리며 사용자의 입장에서 보다 편리한 앱서비스를 만들어가겠습니다!"
항상 잘 쓰고 있어요,로보어드바이저를 이용하는 유일한 앱입니다 큰 수익은 아니지만 항상 만족중입니다!! 감사해요,5,2020-11-24 05:03:15,
입력해주세요,출금이 좀 많이 번거로워요 ㅠ 그래도 수익이 있으니까 하긴 하는데 ㅠㅠ,5,2021-06-25 11:55:11,"안녕하세요, 공한비이요 고객님 :) 출금에 대한 번거로움에 대해 리뷰를 남겨주셨네요. 출금 시 증권사 앱을 통해 인출을 해야하는 부분에 대해 불편함이 있는 것을 충분히 인지합니다. 다만 자산을 안전하게 운용하기 위해 증권사계좌를 통해 투자운용을 하기위함인 점 참고하여주시면 감사하겠습니다! 보다 편리한 투자서비스 제공을 위해 늘 궁리하겠습니다. 다른 의견과 문의사항이 있다면 카카오 고객센터(앱 내 '1:1 문의하기')로 연락주시길 바랍니다!"
직장인을 위란 야간 카톡상담까지,"너무 편이라고 친절합니다. 

금융서비스준 컨택이 가장 편한 서비스!!!",5,2021-06-03 12:00:01,
부분 출금 가능했으면 좋겠어요,현금화할라면 무조건 해지해야하는게 아쉽습니다.,5,2021-06-03 05:59:40,
해지가복잡,가입은 쉬운데 해지는 좀 어려운게 아쉽네요 그래도 나름 괜찮습니다.,5,2021-05-31 10:43:23,
편리하네요,중국에는 투자하고 싶지 않은데 알아서 투자하는거라 선택할수없는게 약간 아쉽네요,5,2021-05-23 13:53:53,
꼭 한번 해보세요 추천합니다,"비보를 통해 알게되었고, 처음엔 반신반의했지만 해보니 믿음이 갑니다
수익율 기대해볼께요",5,2021-04-16 09:26:42,
김영빈대표,사장님의 투자정신을 본받고자 여기저기 다녀보고 알아보고 있습니다 파운트 짱이에요,5,2021-06-16 02:41:06,
중국은 마음에 안드는데..,중국 종목 에는 투자 안했으면 하는데 ㅜㅜ .. 임의 선택이 안되니 어쩔수 없네요,5,2021-06-03 06:11:47,
요즘 수익 굿,정보 수집이 어려운데 투자를 해보고 싶다하시는 분들에게 적절한 투자 방식이 될 것 같습니다,5,2021-05-28 10:33:39,
뭐가 좋은지 잘 모르겠어요,수익률도 그냥 그렇고... 처음 들어가서 아직도 마이너스 상태고 다른 지표들 다 오를때 제 파운트만 그대로에요 (6개월 이상 지켜봄;;) 리밸런싱 할때도 다 일일이 들어와서 제가 해야되는데 제가 리밸런싱에 대한 선택지도 없으면서 왜 리밸런싱때마다 들어와서 직접 해야하는지 모르겠어요.. 이익에 대한 부분만 수수료 내는 시스템이라 호기심에 한번 해봤는데 솔직히 그 수수료가 낮은 것도 아니고 아직 수익 한번도 플러스 된적 없어서 끝까지 수수료 낼 일 없을수도 있을것 같아요 ^^;;;,1,2020-08-04 00:22:23,"안녕하세요, 고객님 :)
리밸런싱은 국내자문법상 저희가 임의로 진행할 수가 없기 때문에 직접 진행을 해주셔야 합니다.

수익률에 대한 확인과 현재 느끼고 계신 아쉬운 부분을 카카오톡(http://pf.kakao.com/_xcixfWC/chat) 으로 전달해 주시면 자세한 설명과 함께 문제를 해결할 수 있게 노력하겠습니다."
좋습니다,편리하게 만들었고 한 눈에 인터페이스가 확 들어와요 근데 계좌개설시간을 앞전에 개설불가능하다고 시간 명시가 돼있으먄좋겠네요,4,2020-03-05 04:47:19,"안녕하세요, 박성민233 고객님 :)
이럴수가 3월에 리뷰를 남겨주셨는데 답변이 누락되었다니 정말 죄송합니다!

현재는 공동은행망 점검시간을 제외한 모든 시간에 계좌개설이 가능해졌습니다.
좋은 의견을 주셨는데 이제야 확인했다니 다시 한번 죄송합니다.

이 외에도 궁금하신 사항이 있다면 언제든지 카카오톡 (https://fount.pub/talk)으로 연락주시면 빠르게 대응하도록 하겠습니다. 감사합니다."
써보니 괜찮네요,"짤짤히 투자해보는게 어려울 것 같아서 고민했는데
써보니 괜찮덥니당.. 계속 조금씩 넣어보려구요",5,2021-08-10 01:10:43,"안녕하세요, 조아아아아요요욕 고객님 :) 꾸준한 적립식 납입과 리밸런싱은 성과달성에 긍정적인 영향을 줍니다. 파운트를 통해 원하는 목표를 이루실 수 있길 바랍니다. 투자상담이 필요하실 땐 카카오톡 고객센터로 연락주시면 친절히 상담을 도와드릴테니 편하게 이용해주세요!"
출금은 어떻게,급전이 필요한데 좀 더 빨리 출금은 안되서 아쉬워요 펀드가 다 그렇지만….,5,2021-05-09 05:55:49,
쏠쏠합니다.,"다른 유사 투자앱 사용하다가 넘어왔는데, 수익도 쏠쏠하고 사용법도 쉽게 아주 좋네요^^ 계속 잘 쓰겠습니다!",5,2020-11-23 15:30:49,
심심합니다,투자현황이 잘 보여서 좋긴한데 매일매일 그래프도 있으면 좋을 거 같아요,5,2021-06-25 11:54:17,"안녕하세요, 언제나처럼언 고객님 :) 의견을 남겨주셔서 감사드립니다. ETF는 장시간 내 실시간으로 금액 변동이 발생하며 펀드의 경우 매일 오전 기준가가 형성되고 있는데요, 펀드는 최종 전일자 기준가를 중심으로 다음날 오전에 파운트에 반영되고 있습니다. 따라서 매일 변동되는 수익률에 대해 하루변동 추이 그래프를 넣기에는 다소 앱이 무거워질 우려가 있어 반영하긴 다소 어려움이 있어 보입니다. 양해를 부탁드립니다.다른 궁금한 점 또는 개선요청 의견이 있다면 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주세요!"
투자?,증권사보다 파운트를 통해서 다 해결됐으면 좋겠습니다 빠른 업데이트 하시길,5,2021-06-25 09:44:56,"안녕하세요, 구냥돌멩이결 고객님 :) 의견을 남겨주셔서 감사드립니다. 안정적인 투자 운용을 위해 증권사 계좌를 활용하고 있다보니 증권사 시스템 활용이 필요한 부분이 많이 발생하는 점 이용에 참고해주시면 감사하겠습니다. 보다 쉽고 편리한 앱서비스 제공이 힘쓰겠습니다. 다른 의견이나 문의사항이 있을 땐 카카오톡 고객센터(앱 내 '1:1 문의하기')를 통해 편하게 연락주시길 바랍니다."
계좌개설귀찮아요,가지고 있는 증권계좌로도 투자를 할 수 있으면 정말 좋을 거 같아요,5,2021-06-17 06:20:06,
믿어봅니다.,지인이 하고있다해서 바로 시작했습니다. 수익 잘 내주시면 추천 많이 할게요,5,2021-06-14 04:31:31,
쉬워요,카카오톡 상담사 분들 빠른 답변과 포트폴리오 관련 설명이 잘 되어 있어서 좋았습니다,5,2021-05-30 10:25:48,
편리해요,수익률 나름 괜찮다 싶을때 중간 해지해서 용돈벌이는 하였네요 ㅎㅎ 다만 해지 기간이 좀 오래걸리네요 ㅜ,5,2021-05-06 23:06:15,
좋은거 같아요!,지테크 관심 1도 없어서 어떻게 해야할지 몰랐는데 인공지능이 알아서 해줘서 좋은거 같아요 여기 회사에서 해준 교육도 도움이 많이 된거 같구요,5,2020-01-23 02:56:55,"소중한 의견 감사드립니다!
시장을 충분히 분석하고 이해해서 투자를 할 수 있다면 좋겠지만, 제대로 하기에는 너무 많은 시간과 노력이 드는게 현실입니다. 투자를 하긴 해야 하는데 어떻게 시작해야 할지 모르신다면 파운트 인공지능이 전 세계 우량 자산에 적절히 배분하여 투자하실 수 있도록 도와드리고 있어요. 안정적인 성과로 함께 하겠습니다!"
편하네요,광고가 많이 보였어서 찾아봤는데 꽤 많은 사람이 하더라구요 제 남친도 하고 있대서 놀랫음,5,2021-06-17 06:16:20,
해외투자시도,해외 투자라는 게 무섭기만 했는데 팓운트를 통해서 하니까 생각보다 마음이 놓이네요,5,2021-06-15 13:48:08,
너무 믿음이 가는 어플,"알바도아니고 직원도아님 걍 직장인임 
너무 늦게 알고 시작한 투자 ... 믿고 시작했는데
더욱 믿음이감 . 수익이 쭉쭉 오름",5,2021-02-08 02:54:56,
수익률이 복잡,파운트 앱에서 보여주는 수익률과 제휴 증권사 앱에서 보여주는 수익률 부분이 다른데 이 부분 통일을 해야 하는 거 아닌가요?,5,2021-05-30 10:25:52,
TITLE,앱 사용이 업데이트 이후에 조금 더 간결해지긴 하였는데 적응하는데 시간이 또 걸리겠네요,5,2021-05-06 23:05:22,
주식에 주자도모르던!!!,아무것도 모르고 돈만 넣었는데 ㅎ알어서 손익계산이 되네요 ㅎ 너무 좋습니다!!ㅎㅎ,5,2021-02-03 13:00:35,
너무 편리한 투자,요즘 더욱 주식에 관심이 많아지고 있지요 편리하고 똑똑한 투자를 원하신다면 파운트 추천해드려요^^,5,2021-02-02 11:56:39,
1:1문의,문의 했더니 너무 친절하게 아주 자세하게 설명해주셔서 너무 감사합니다 모르는게 많이있었는데 아주 자세하게 설명해주셔서 잘배워갑니다 감사합니다,5,2020-11-18 05:13:34,
여러 앱들 사용중입니다,불릴레오나 핀트 에임 이루다 등 앱으로 투자하는 여러 어플들 사용하고 있으며 이것보다 마이너스인것도 있지만 기간내 단한번도 플러스 구간이 없었던 앱은 이것뿐이네요 ㅎㅎㅎ 다행히 소액이라서 웃지만 무슨 자산을 관리해준다는건지 ㅋㅋㅋ,1,2021-12-08 03:33:21,"안녕하세요, 르나 고객님 :) 만족스러운 성과를 보여드리지 못해 죄송합니다. 리뷰상의 정보로는 고객님의 포트폴리오를 확인할 수 없어 자세한 상담이 어렵다보니 수익률 관련하여 상세 안내가 필요하신 경우 카카오톡 고객센터로 연락해주시면 감사하겠습니다."
아직 첫날이라서 별점은 4개,투자 왕초보라서 마인드세팅을 위해 소액으로 시작해봅니다. 적은 돈이지만 어떤 식으로 오르내릴지 궁금해요.ㅎㅎ,4,2020-02-06 07:17:00,
단 한번도 이익이 나는걸 본적이 없음,얼마 안되는 돈으로 먼저 해보고 더 넣으려고 했는데 몇달동안 이익이 나는걸 본적이 없음… 제발 중국 펀드에 넣은게 마음에 안든다고 빼달라고했는데 그건 조정 안된다고 함. 기다렸는데 진심 저게 계속 내려감… 진짜 짜증나 ㅠㅠ 돈 받는것도 뭐 복잡하다고 하니 다운받은거 후회됨,1,2021-08-18 06:39:41,"안녕하세요, yoguurtaa 고객님 :) 수익률과 더불어 중국자산에 대한 문의를 남겨주셨네요. 수익률이 마이너스인 구간을 지나고 있는 상황인만큼 아쉬움과 불안함을 느끼시는 마음에는 같은 투자자의 입장으로서 공감되며 죄송하게 생각합니다. 단기에 특정한 요인으로 수익을 내는 것이 아니라, 다양한 요인으로 인해 변화하는 시장 사이클이 반복될수록 포트폴리오의 성과가 좋아질 수 있게 구성이 되어 있는 만큼 장기적으로는 모두 우상향하지만 상승시점이 다른 자산들로 구성이 되어 있기때문에 단기간 특정 구간에서는 일반적인 지수투자보다 성과가 낮은 것처럼 보일 수 있습니다. 최소 1년 이상의 기간을 지나고 2~3년 이상의 중장기 투자로 갈수록 그 성과가 빛이 날 수 있습니다. 중국과 에너지 관련 자산들은 상승시점에 오름폭이 타 자산에 비해 훨씬 높아 시간을 가지고 투자를 이어나가 주신다면 손실을 회복하고 성과를 만들어 갈 것입니다. 그 외 궁금한 사항이 있다면 앱 내 1:1문의로 해소하시며 장기투자를 이어가주시면 좋을 것 같습니다. "
투자 관련 하여,상담원이 친절하게 설명해줘서 모르는 걸 알게되었어요 감사합니다.,5,2021-06-02 01:43:53,
적금대신파운트,맨날맨날 들어가서 보는건 아니라서 어떻게 바뀌는지 신경못썼는데 수익률 괜찮네요.,5,2021-05-21 11:00:34,
응,투자 이후 앱에서 들어가도 제가 할게 별로 없습니다 ㅎㅎ 해당 부분은 장점이 될수도 있고 단점이 될수도 있겠습니다,5,2021-05-06 23:06:41,
해지 과정이 어렵네요,해지하면 다른 어플 받아야하는게 번거롭네요 개설 쉽게 해줬으면 해지출금도 쉽게 해줬으면 좋겠습니다,5,2021-06-03 06:06:11,
366일째,15만원 넣어놧는데 20만원이 되어잇더이다.. 더 입금함 내손으로 주식하는거보다 나음,5,2021-03-17 10:35:42,
스마트한 어플입니다,신경쓰지않아도 알아서 투자해주는거 편하네요,5,2021-06-02 01:31:34,
비보 듣고 왔어요!!,"비보 땡땡이예요 듣고 바로 다운 받았습니당!
안그래도 주식 관심 있어하는 주린이인데 도움 많이 받을게요!!",5,2020-12-02 06:25:17,"안녕하세요, 트레비엥님! 
이렇게 찾아와주셔서 감사해요. 땡땡이 분들의 응원이 큰 힘이 됩니다 :) 
파운트는 인공지능이 알아서 전 세계 우량자산에 분산투자해주고 경제의 흐름에 따라 꾸준히 관리해주기 때문에, 신경쓰지 않아도 안심하고 투자하실 수 있어요. 트레비엥님의 기대에 부응하도록 하겠습니다!!"
계좌개설 편해요,계좌개설이 순식간에 되네요 ㅎㅎ 앱으로 간편하게 확인하고 볼 수 있다는 게 좋은 것 같아요,5,2021-05-24 04:08:09,
다들쓰세요,처음에는 불안 하였는데 매우 만족입니다 ㅎㅎ 공격형 한 보람이 있네요,5,2021-06-09 04:32:03,
이 앱을 깔려거든 필독,"한 달 가량 큰 금액은 아니지만 투자라고 생각하고 실행했었고 되도 않는 수익률에 해지를 했더니 입금액에 절반에도 못미치는 금액을 받을 수 있다고 하네요 ㅋㅋㅋㅋ
매번 입금액에 수익률 몇 프로다라고 나오더니 해지하니까 정작 받을 수 있는 것은 입금액에 45% 정도네요.
어째든 해지하고 남은 돈이라도 챙기려하는데 다른 앱을 깔고 인증서를 받아 실행해야지만 출금할 수 있다는 불편함에 다시 한 번 놀랐습니다.",1,2021-02-03 07:17:35,"안녕하세요, Lim778 님 :) 환매대금에 대한 오해가 있으신 것 같네요. 현금으로 보유중인 유동성 자산과 예치금은 환매대금에 포함되지 않습니다. 환매되는 자산과 예치금은 별개로 확인해주셔야 하는데 오인하신듯 합니다. 현재는 증권사 앱을 설치해 출금해주셔야 하지만 조만간 오픈뱅킹을 활용해 파운트 앱 내에서 자체적으로 인출이 가능하도록 개선될 예정인 점 이용에 참고해주세요! 또한 기존에 사용하던 공동인증서 등의 매체가 있다면 별도 인증서를 받급받지 않아도 출금이 가능합니다. 다른 문의사항과 의견은 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 알려주세요."
올라라,1년 미만이지만 하락장에도 선방하고 어느정도는 안정적인 투자를 했다는 생각이 듭네요,5,2021-04-29 15:09:58,
은랭이자 보다 높아요!,"펀드와 연금 넣고 있는데 수익률이 아직까지 은행 이자보다 높네요

자동으로 관리해주고 편합니다",5,2020-10-22 07:47:10,
투자합니다,예금이자보다는 확실히 나은거 같아요 조금 더 분발했으면 좋겠습니다.,5,2021-06-15 13:45:10,
적금대신,투자는 하고싶고 해서 시작했는데 딱 저같은사람을 위한 서비스입니다 ㅋㅋ,5,2021-06-09 04:32:07,
주린이,재태크가 뭔지도 몰랐는데 제가 펀드란걸 하고있어요 ㅠㅠ 너무 신기해요,5,2021-06-09 04:32:05,
조금은 아쉽습니다,다른거보단 아쉬운게 많은 앱이지만 수익이 제일 잘 나왔어요,5,2021-06-03 05:56:00,
괜찮은 듯 하네요,"AI기반 투자기업 한번 믿어 보는 중입니다 
이용하기 쉽고 수익률 확인도 용이하네요",5,2020-11-30 04:59:12,
주린이,포트폴리오를 보고 내 돈이 어떻게 운영되고 있는지 알수있어서 괜찮아요,5,2021-06-15 13:46:17,
계속 버티면서,존버할 마음으로 넣었습니다. 단투만 하다가 장투 할라니까 힘들긴하네요.,5,2021-06-03 06:04:20,
지인 추천으로 했는데,파운트 처음 보고 좀 혹했는데 지인이 하고있다해서 바로 시작했습니다.,5,2021-06-03 06:01:23,
투자중,오늘부터 파운트와 1일이에요. 평생 가도록 잘 하길 바랍니다.,5,2021-06-15 13:49:04,
추천입니다!,"한 일년 쯤 하는데 수익률 좋아요
특히 증시 안좋을때가 좋네요.
요즘 회복하고도 15% 수익률이에요. 화이팅",5,2020-01-29 01:34:48,"소중한 의견 감사합니다! 
고객님의 귀한 자산이 그 가치를 더해갈 수 있도록 파운트가 함께 하겠습니다 :)
"
직접 투자보다 나은것 같습니다,확실히 제가 보기엔 기계가 사람보다 나은 것 같네요 내 마이너스의손보다 훨나음,5,2021-06-02 01:32:33,
가입후 온갖 주식관련 전화옴,"어플 리뷰 웬만함 안남기는데 개인정보 어떻게 된거죠? 
매일같이 다른 휴대폰번호로 주식관련 전화 오는거 너무 짜증나네요. (수정) 타사이트 가입한적 한군데도 없고 파운트만 가입했습니다. 탈퇴하니 전화안오네요~",1,2020-11-03 00:12:22,"안녕하세요, jmdutch 고객님 :) 불편을 겪으신 부분에 대해 깊은 유감과 위로의 말씀을 드립니다. 다만 저희는 휴대폰 본인인증으로 가입하는 것 이외 고객님의 정보를 활용한 마케팅 제휴는 전혀 진행하고 있지 않습니다. 저희 서비스와 비슷한 시기에 가입한 타 서비스로 인해 발생하는 이슈일 것으로 판단됩니다. 더 자세한 안내가 필요하실 경우 카카오톡(https://fount.pub/talk)으로 연락을 부탁드리겠습니다."
원화투자라 좋아요,환율 영향없이 국내에서만 원화로 처리할 수 있다는게 편하네요.,5,2021-05-24 04:08:11,
글로벌 ETF,잘 이용하였습니다 급전이 필요해서 당장은 해지하지만 나중에 다시 하겠습니다.,5,2021-06-10 08:25:54,
입력해주세요,원금손실은 조금 뼈아프지만 다시 복구되길 기다리고 있습니다.,5,2021-05-31 10:47:55,
믿고시작했습니다.,어려운 말이라 이해가 잘 안되어도 쉽게 설명해줘서 좋아요,5,2021-05-23 13:53:57,
수익률이 난다,처음해서 맨날맨날 보고있는데 그래프가 찔끔찔끔 변하는게 재밌네요 ㅋㅋ,5,2021-05-23 09:23:39,
편리해요,연금저축펀드운용을 하나하나 찾아서 하는게 귀찮았는데이부분을 대행해주는 앱이있어서 너무편해요,5,2020-10-22 07:28:40,
믿고시작했습니다.,투자만 하면 망하는 손이었는데 저에게 많이 도움이 되는 어플이에요,5,2021-05-31 10:48:02,
첫투자 잘부탁,부담스럽지 않게 소액으로 펀드 상품 등 시작해 보시는 것 나쁘지 않은 것 같습니다,5,2021-05-06 23:07:07,
참신한 앱!!,기존의 금융관련 앱은 많았지만 점점 고도화 된 앱이 나오는군요 적극추천합니다~~,5,2020-02-29 02:09:57,
10만원씩,알바 월급으로도 조금씩 시작할 수 있어요! 나중에 목돈이 될 수 있겠죠?,5,2021-05-26 04:16:36,
편리한 제테크,"한 눈에 보기쉽고 간편해요 
알아서 자산운용을 해주고 어떤식으로 운용되는지
알려줘서 편해요",5,2020-12-07 09:25:42,
부자가된다,리밸런싱 진행되고나서 종목 관련 변경 된 내역도 확인 가능했으면 합니다~,5,2021-05-30 10:25:53,
1년 기다렸는데 -10퍼,"사고나서 한달째 -10퍼되더니 1년동안 그대로네요…리밴런싱도 했는데 오를기미가 없음.. 
그리고 중국주식 사기싫은데 계속 중국주식이 껴있고 중국주식이 수익률 다 까먹어서 수익이 늘어나지 않네요 ,, 그냥 주식이나 하려고요",1,2021-11-09 06:40:00,"안녕하세요, 줘도 못쓰는 적립금 고객님 :) 아쉬운 수익률에 대해 의견을 남겨주셨네요. 만족스러운 성과를 보여드리지 못해 죄송합니다. 중국자산은 올 해 들어 부진한 성과를 기록 중이지만 2019년 한 해 동안 약 41% 수익률을 기록했습니다. 동기간 미국 S&P500보다 훨씬 높은 성과를 낼만큼 변동성이 높긴 하지만 장기의 기대수익률이 큰 항목이기에 포트폴리오 내에 편입이 되어 있습니다. 다만 1년 이상 투자를 했음에도 전체 포트폴리오가 -10%의 수익률을 기록하고 있는 상황이시라면 보다 면밀한 분석이 필요해보입니다. 고객님만 괜찮으시다면 카카오톡 고객센터로 연락해주세요. 내역 확인 후 상세하게 상담을 진행해드리도록 하겠습니다."
알아서 해줘요,커피안먹고 진짜 열심히 모으고 잇어요 천만원되는 그날까지 !!,5,2021-05-19 08:58:08,
앱이 자꾸 튕겨요,업데이트 후 지문이나 간편번호 로그인 하려고 하면 자꾸 앱이 꺼지네요~ 다시 삭제했다 깔아야 하나요?,4,2020-01-28 13:50:53,"불편을 드려 죄송합니다. 우선 삭제했다가 다시 설치해보시기를 권해드리며, 동일한 문제가 발생할 경우에는 파운트 카카오톡(@파운트)이나 고객센터(1833-4656)로 문의주시면 최대한 신속히 처리해드리도록 하겠습니다."
별 1개도 과합니다,"방금 해지했어요 
사용자경험 해본다고 100만원 태워봤는데 
어설픈 UI에  실제로는 신한금융투자앱을 깔아야 제대로 된 확인 됩니다. 한마다로 앱두개를 깔아야 AI한테 돈 맡기고요. 어이가 없어서
결국 신한투자금융이 고객유치할려는 수단에 AI만 걸어둔 호갱 몰이용 앱",1,2020-12-04 09:06:25,"안녕하세요, 워죽이네요 고객님 :) 다중 앱 이용에 불편을 끼쳐드려 죄송합니다. 우선 신한금융투자앱을 설치하지 않으시더라도 파운트를 통한 자문서비스를 제공받으실 수 있습니다. 다만 파운트 앱에서는 포트폴리오 구성 완료 후 수익률, 구성 종목, 위험 정도 확인이 가능하며 투자를 하시면서 발생되는 배당금, 그리고 환매 후 출금처리는 신한금융투자 증권사 앱 또는 홈페이지(앱설치X)를 활용해주셔야 하는 부분이 있어 신한금융투자에서 고객을 유치하려는 수단이라는 오해를 하시게 된거 같습니다:) 다소 절차가 복잡하게 느껴지거나 어려워하시는 고객분들의 의견을 모아 파운트 앱 내에서 바로 출금이 가능하도록 서비스를 개편할 예정이니 이용에 참고해주세요!(내년 상반기 업데이트 예정) 그 외 다른 문의사항이 있으신 경우 카카오톡(https://fount.pub/talk)으로 연락주시면 답변드리도록 하겠습니다."
안내가 좋아요,안내 친절하게 해주시고좋아요 이런 서비스가 많아지면 좋겠습니다~,5,2021-06-19 02:10:28,
해지하고재시작,파운트에서 만든계좌는 해지하고도 다시 파운트에서 쓸수있음녀 좋을거같아용,5,2021-06-17 06:30:41,
파운트,카톡상담으로 궁금증 해결하고 투자합니다. 신기하네요.,5,2021-06-02 01:42:09,
조금씩 버는중,서버가 가끔 아쉽다고 느껴지긴 하는데 금방 복구되서 다행인거 같아요,5,2021-06-25 11:53:19,"안녕하세요, mingjjitaie 고객님 :) 파운트를 애용해주시는 고객님이 늘어나면서 파운트 서버 및 증권사 시스템 이슈가 간혹 발생되는 경우가 있습니다. 운용 서버 증설 및 빠른 조치를 통해 앱 이용에 불편이 없도록 최선을 다하겠습니다! 사용 중 불편사항이 발생하거나 궁금한 사항이 생기면 언제든 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주세요. 친절히 답변 도와드릴테니 편하게 활용해주시길 바랍니다!"
글로벌 ETF,"금융지식을 습득하기 좋아요, 이벤트도 자주 하고 돈 벌일만 남았어요!",5,2021-04-29 15:05:58,
편리하게 투자할수있네요.,투자에 대한 기본 지식이 부족하지만 편리하고 쉽게 사용할 수 있어서 좋아요^^,5,2020-10-28 09:31:54,"안녕하세요, J.W MoA님 :) 파운트를 이용해주셔서 감사합니다. 보다 편리하고 쉬운 투자를 위해 힘쓰겠습니다! 투자관련 궁금한 점이나 문의사항이 있으면 카카오톡(https://fount.pub/talk)으로 연락해주세요. 쉽고 빠르게 답변을 도와드리겠습니다!"
나의 새 PB,앞으로 자산관리의 새로운 터닝포인트가 될 것 같네요. 좋은 툴이 생겨서 기부니가 아주 좋네요👍🏼😊,5,2020-01-11 06:39:07,"소중한 의견 감사드립니다! 
파운트는 수준높은 글로벌 투자 서비스를 쉽고 간편하게 제공해드리기 위해 끊임없이 노력하고 있습니다. 앞으로 더 나아질 파운트의 상품과 서비스들도 기대해주세요 :)"
여러계좌 동시에 만들기,한 계좌로 여러상품 가입은 안되나요? ㅠㅠ 좀 번거로워요 헷갈리구 ㅠ,5,2021-06-25 11:56:01,"안녕하세요, shame데트 고객님 :) 복수계좌 개설에 번거로움을 느끼셨군요. 복수계좌를 개설해야 하는 이유는 ETF/펀드/연금 포트폴리오가 서로 독립적이고 안정적으로 운용하기 위함입니다. 조금 불편하실 수 있지만, 이는 고객분들의 자산을 더 완벽하게 운용하고자 하는 조치이니 양해를 부탁드립니다. 이 외 사용관련 문의나 건의사항이 있으시다면 언제든 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주세요!"
조아요,"돈을 어떻게 관리해야할지 몰랐는데
파운트 쓰고나서는 편하게 돈관리 중입니다 ㅎㅎ",5,2021-04-08 12:28:24,
적금보다 파운트,"적금보다 더 효과적이라고 생각이 들어서 적금을 깨서 펀드에 넣고있습니다!
아직까지 만족합니다!",5,2020-10-23 05:54:49,
편리하네요,투자 게시판 같은ㄱ ㅓㅅ도 있으면 좋을 거같은데 생각없으신가요 ㅎㅎ,5,2021-06-18 00:27:46,
장기 투자자 입니다,연금에 관심 생겨서 시작했는데 장기투자로 잘 굴려줬으면 좋겠네요,5,2021-06-03 05:57:58,
아직 좋습니다,복잡한듯 복잡하지 않은 듯 복잡한 앱이라는생각…....알면 쉽고 모르면 어려운…?,5,2021-06-01 10:37:31,
10만원 넣었다가 해지 할려고 하는데,"10만원 해지할려고 하는데 바로 안되나요??
주문완료가 되야한다고 하는데 어플이 알아서 주문하는거에요?? 처음햇는데 잘몰라서 그냥 뺄려고 하는데 바로 안되나요?",3,2020-11-17 08:49:20,"안녕하세요, 미리잉 고객님 :) 포트폴리오 주문 전이라면 바로 해지 후 출금이 가능합니다! 다만 포트폴리오 주문이 들어간 상태라면 주문이 완료 된 후 해지 진행이 가능합니다. 이용에 참고하여주시고 보다 자세한 상담이 필요하신 경우 카카오톡(https://fount.pub/talk)으로 연락주시면 최대한 빠르게 답변드리도록 하겠습니다."
앞으로도 잘 부탁드립니다,우왕~~~~첫 수익이에요~~~ 너무 기뻐요~!!,5,2021-06-03 05:58:48,
상담 원합니다,상담후에 시작하려다 일단 했는데 궁금증 해결해보고싶어요,5,2021-06-02 01:43:01,
앱이 편리하고 좋습니다,장기투자하기도 적합하고 CS하는 남자분이 설명을 친절하게 해주셔서 도움이 많이 됐습니다,5,2020-09-16 05:00:31,"안녕하세요, 으나비터처너부 님: )

최근 장기투자에 대한 가치는 다들 이해하고 있지만, 막상 실행하거나 관리해가기가 버거운 경우가 많죠.
파운트는 투자에 대한 이해부터 관리까지 모든 것을 도와드리려 노력 중입니다! 또 다시 궁금한 것이 있으시다면 언제든 카카오톡(https://fount.pub/talk) 으로 연락 해주세요!"
재테크 무식자에게 아주 좋아요,재테크 너무 어려운 사람에게 진입장벽이 아주 낮아요. 보기도 쉽고 좋습니다,5,2021-05-11 09:01:42,
이것저것 해보는중,확실히 직투보다는 스트레스가 덜 합니다 서브투자로 괜찮은 것 같아요 ~,5,2021-05-28 10:04:53,
